title,descr_post,time_videos,quantity_videos,time_add,language_videos,picture_post
Complete SQL + Databases Bootcamp: Zero to Mastery,"
          Изучение SQL на простых примерах для новичков. Теория, практика, домашние задания и их разборы. 
        ",24:06:52,222 Видео, 17/09/2020 ,English,https://coursehunter.net//uploads/course_posters_/sql-dlya-nachinayushchih-s-nulya-do-sertifikata-oracle.jpg
